36.7.109.160;;;tcp;1900;upnp;open;;;syn-ack;;3;
36.7.109.160;;;tcp;2000;cisco-sccp;open;;;syn-ack;;3;
36.7.109.160;;;tcp;2001;dc;open;;;syn-ack;;3;
36.7.109.160;;;tcp;2049;nfs;open;;;syn-ack;;3;
36.7.109.160;;;tcp;2121;ccproxy-ftp;open;;;syn-ack;;3;
36.7.109.160;;;tcp;2717;pn-requester;open;;;syn-ack;;3;
36.7.109.160;;;tcp;3000;ppp;open;;;syn-ack;;3;
36.7.109.160;;;tcp;3128;squid-http;filtered;;;no-response;;3;
36.7.109.160;;;tcp;3306;mysql;open;;;syn-ack;;3;
36.7.109.160;;;tcp;3389;ms-wbt-server;open;;;syn-ack;;3;
36.7.109.160;;;tcp;3986;mapper-ws_ethd;open;;;syn-ack;;3;
36.7.109.160;;;tcp;4899;radmin;open;;;syn-ack;;3;
36.7.109.160;;;tcp;5000;upnp;open;;;syn-ack;;3;
36.7.109.160;;;tcp;5009;airport-admin;open;;;syn-ack;;3;
36.7.109.160;;;tcp;5051;ida-agent;open;;;syn-ack;;3;
36.7.109.160;;;tcp;5060;sip;open;;;syn-ack;;3;
36.7.109.160;;;tcp;5101;admdog;open;;;syn-ack;;3;
36.7.109.160;;;tcp;5190;aol;open;;;syn-ack;;3;
36.7.109.160;;;tcp;5357;wsdapi;open;;;syn-ack;;3;
36.7.109.160;;;tcp;5432;postgresql;open;;;syn-ack;;3;
36.7.109.160;;;tcp;5631;pcanywheredata;open;;;syn-ack;;3;
36.7.109.160;;;tcp;5666;nrpe;open;;;syn-ack;;3;
36.7.109.160;;;tcp;5800;vnc-http;open;;;syn-ack;;3;
36.7.109.160;;;tcp;5900;vnc;open;;;syn-ack;;3;
36.7.109.160;;;tcp;6000;X11;open;;;syn-ack;;3;
36.7.109.160;;;tcp;6001;X11:1;open;;;syn-ack;;3;
36.7.109.160;;;tcp;6646;unknown;open;;;syn-ack;;3;
36.7.109.160;;;tcp;7070;realserver;open;;;syn-ack;;3;
36.7.109.160;;;tcp;8000;http-alt;open;;;syn-ack;;3;
36.7.109.160;;;tcp;8008;http;open;;;syn-ack;;3;
36.7.109.160;;;tcp;8009;ajp13;open;;;syn-ack;;3;
36.7.109.160;;;tcp;8080;http-proxy;open;;;syn-ack;;3;
36.7.109.160;;;tcp;8081;blackice-icecap;open;;;syn-ack;;3;
36.7.109.160;;;tcp;8443;https-alt;open;;;syn-ack;;3;
36.7.109.160;;;tcp;8888;sun-answerbook;open;;;syn-ack;;3;
36.7.109.160;;;tcp;9100;jetdirect;open;;;syn-ack;;3;
36.7.109.160;;;tcp;9999;abyss;open;;;syn-ack;;3;
36.7.109.160;;;tcp;10000;snet-sensor-mgmt;open;;;syn-ack;;3;
36.7.109.160;;;tcp;32768;filenet-tms;open;;;syn-ack;;3;
36.7.109.160;;;tcp;49152;unknown;open;;;syn-ack;;3;
36.7.109.160;;;tcp;49153;unknown;open;;;syn-ack;;3;
36.7.109.160;;;tcp;49154;unknown;open;;;syn-ack;;3;
36.7.109.160;;;tcp;49155;unknown;open;;;syn-ack;;3;
36.7.109.160;;;tcp;49156;unknown;open;;;syn-ack;;3;
36.7.109.160;;;tcp;49157;unknown;open;;;syn-ack;;3;

host;hostname;hostname_type;protocol;port;name;state;product;extrainfo;reason;version;conf;cpe
36.7.172.27;;;tcp;80;http;open;;;syn-ack;;3;
36.7.172.27;;;tcp;135;msrpc;filtered;;;no-response;;3;
36.7.172.27;;;tcp;139;netbios-ssn;filtered;;;no-response;;3;
36.7.172.27;;;tcp;445;microsoft-ds;filtered;;;no-response;;3;
36.7.172.27;;;tcp;3128;squid-http;filtered;;;no-response;;3;

host;hostname;hostname_type;protocol;port;name;state;product;extrainfo;reason;version;conf;cpe
121.199.251.82;;;tcp;80;http;open;;;syn-ack;;3;
121.199.251.82;;;tcp;8080;http-proxy;open;;;syn-ack;;3;
121.199.251.82;;;tcp;9999;abyss;closed;;;reset;;3;

host;hostname;hostname_type;protocol;port;name;state;product;extrainfo;reason;version;conf;cpe
36.7.172.16;;;tcp;53;domain;closed;;;reset;;3;
36.7.172.16;;;tcp;80;http;open;;;syn-ack;;3;
36.7.172.16;;;tcp;1028;unknown;open;;;syn-ack;;3;
36.7.172.16;;;tcp;5101;admdog;open;;;syn-ack;;3;
36.7.172.16;;;tcp;6001;X11:1;closed;;;reset;;3;
36.7.172.16;;;tcp;8080;http-proxy;open;;;syn-ack;;3;
36.7.172.16;;;tcp;9100;jetdirect;open;;;syn-ack;;3;

host;hostname;hostname_type;protocol;port;name;state;product;extrainfo;reason;version;conf;cpe
121.40.78.40;;;tcp;22;ssh;open;;;syn-ack;;3;
121.40.78.40;;;tcp;3389;ms-wbt-server;closed;;;reset;;3;

host;hostname;hostname_type;protocol;port;name;state;product;extrainfo;reason;version;conf;cpe
61.163.109.132;hn.ly.kd.adsl;PTR;tcp;80;http;open;;;syn-ack;;3;
61.163.109.132;hn.ly.kd.adsl;PTR;tcp;81;hosts2-ns;open;;;syn-ack;;3;
61.163.109.132;hn.ly.kd.adsl;PTR;tcp;88;kerberos-sec;open;;;syn-ack;;3;
